gene_id	gene_name
FBgn0286786	hoip
FBgn0011207	pelo
FBgn0051710	CG31710
FBgn0032138	CG4364
FBgn0028704	Nckx30C
FBgn0032139	CG13116
FBgn0032140	CG13117
FBgn0015035	Cyp4e3
FBgn0270924	zf30C
FBgn0011291	Taf11
FBgn0283478	und
FBgn0265001	ppk18
FBgn0032143	CG4017
FBgn0032144	CG17633
FBgn0065108	ppk16
FBgn0065109	ppk11
FBgn0032147	IP3K1
FBgn0285991	hpRNA:CR18854
FBgn0032149	CG4036
FBgn0032150	CG13123
FBgn0032151	nAChRalpha6
FBgn0264266	lncRNA:CR43766
FBgn0265912	lncRNA:CR44701
FBgn0029174	Fkbp59
FBgn0085212	CG34183
FBgn0032153	CG4537
FBgn0032154	mtDNA-helicase
FBgn0063449	Uhg2
FBgn0063391	snoRNA:U14:30Eb
FBgn0063392	snoRNA:U14:30Ea
FBgn0063389	snoRNA:Me18S-G1620
FBgn0025881	snoRNA:Me18S-A1576
FBgn0010520	Bka
FBgn0004867	RpS2
FBgn0053300	Muc30E
FBgn0032156	CG13124
FBgn0032157	Etl1
FBgn0024285	Srp54
FBgn0040064	yip2
FBgn0025700	CG5885
FBgn0032160	CG4598
FBgn0032161	CG4594
FBgn0032162	CG4592
FBgn0032163	TbCMF46
FBgn0259712	CG42366
FBgn0259713	CG42367
FBgn0051876	Cpr30F
FBgn0051712	CG31712
FBgn0266359	asRNA:CR45007
FBgn0051713	Apf
FBgn0032166	CG4619
FBgn0032167	CG5853
FBgn0267611	lncRNA:CR45949
FBgn0262428	mir-87
FBgn0032168	CG13126
FBgn0032169	CG4709
FBgn0032171	CG5846
FBgn0032170	CG4658
FBgn0266166	asRNA:CR44872
FBgn0032172	CG5850
FBgn0263766	asRNA:CR43683
FBgn0015664	Dref
FBgn0011272	RpL13
FBgn0040965	lncRNA:CR13130
FBgn0000180	bib
FBgn0051875	CG31875
FBgn0051755	SoYb
FBgn0043456	Ndf
FBgn0266167	asRNA:CR44873
FBgn0011584	Trp1
FBgn0032175	CG13131
FBgn0032176	CG13127
FBgn0027600	obst-B
FBgn0053301	CG33301
FBgn0266168	lncRNA:CR44874
FBgn0266169	lncRNA:CR44875
FBgn0053302	Cpr31A
FBgn0267727	Pen
FBgn0032178	Spn31A
FBgn0265002	CG44153
FBgn0032181	CG13133
FBgn0083945	CG34109
FBgn0032184	CG13135
FBgn0032187	CG4839
FBgn0032188	CG13137
FBgn0028675	Sur
FBgn0051874	Fum4
FBgn0032189	Ripalpha
FBgn0005593	RpL7
FBgn0085188	CG34159
FBgn0032191	CG5734
FBgn0032192	CG5731
FBgn0266139	lncRNA:CR44845
FBgn0032193	CG5727
FBgn0032194	CG4901
FBgn0024320	Npc1a
FBgn0250843	Prosalpha6
FBgn0032195	CG4908
FBgn0032196	CG5708
FBgn0032197	ova
FBgn0032198	eEF1delta
FBgn0051720	mthl15
FBgn0004419	me31B
FBgn0024248	chico
FBgn0266330	asRNA:CR44995
FBgn0000229	bsk
FBgn0051717	CG31717
FBgn0010407	Ror
FBgn0032200	CG5676
FBgn0026379	Pten
FBgn0011305	Rsf1
FBgn0032202	REPTOR-BP
FBgn0259482	Mob3
FBgn0032204	CG4953
FBgn0032205	CG4957
FBgn0260750	Mulk
FBgn0003751	trk
FBgn0260749	Utx
FBgn0054043	CG34043
FBgn0032208	Ufd4
FBgn0032209	Hand
FBgn0032210	CYLD
FBgn0266303	asRNA:CR44968
FBgn0032211	CG13138
FBgn0005322	nmd
FBgn0032213	CG5390
FBgn0032214	CG4968
FBgn0027491	Cdk5alpha
FBgn0267365	l(2)SH0834
FBgn0032216	Usp14
FBgn0032217	CG4972
FBgn0032218	CG5381
FBgn0032219	CG4995
FBgn0011703	RnrL
FBgn0032221	Schip1
FBgn0032222	CG5037
FBgn0032223	GATAd
FBgn0019932	SamDC
FBgn0051715	CG31715
FBgn0032224	Sps2
FBgn0032225	CG5022
FBgn0085396	CG34367
FBgn0032228	CG5367
FBgn0032229	CG5045
FBgn0027568	Cand1
FBgn0003087	pim
FBgn0032230	lft
FBgn0032231	CG5056
FBgn0041723	rho-5
FBgn0053303	CG33303
FBgn0032233	dpr19
FBgn0032234	gny
FBgn0032235	CG5096
FBgn0004106	Cdk1
FBgn0032236	mRpS7
FBgn0267821	da
FBgn0267439	asRNA:CR45789
FBgn0262782	Mdh1
FBgn0051716	Cnot4
FBgn0032240	CG17768
FBgn0067622	LSm-4
FBgn0051718	Ir31a
FBgn0003942	RpS27A
FBgn0025366	Ip259
FBgn0032242	CG5355
FBgn0032243	Klp31E
FBgn0032244	RfC3
FBgn0005683	pie
FBgn0032246	Wdfy2
FBgn0262601	SmB
FBgn0267330	KdelR
FBgn0032247	CG5188
FBgn0032248	Bug22
FBgn0004915	TfIIB
FBgn0032249	TBC1D16
FBgn0032250	holn1
FBgn0027052	STUB1
FBgn0032251	Nse4
FBgn0266915	lncRNA:CR45375
FBgn0032252	loh
FBgn0065110	ppk10
FBgn0032253	LManI
FBgn0027611	LManII
FBgn0051719	RluA-1
FBgn0032256	RluA-2
FBgn0026431	Grip75
FBgn0032258	CG7456
FBgn0032259	CG6144
FBgn0032260	CG13144
FBgn0086347	Myo31DF
FBgn0265155	asRNA:CR44224
FBgn0032261	CG6094
FBgn0032262	CG7384
FBgn0267828	Fatp1
FBgn0010398	Lrr47
FBgn0032264	Lip4
FBgn0032265	CG18301
FBgn0032266	CG18302
FBgn0265829	lncRNA:CR44618
FBgn0051721	Trim9
FBgn0032268	CG6138
FBgn0032269	w-cup
FBgn0250826	CG34160
FBgn0085190	CG34161
FBgn0032271	CG7329
FBgn0266891	lncRNA:CR45351
FBgn0051872	CG31872
FBgn0043825	CG18284
FBgn0265264	CG17097
FBgn0265791	lncRNA:CR44580
FBgn0032276	CG17098
FBgn0267256	lncRNA:CR45692
FBgn0267254	CG45690
FBgn0051871	CG31871
FBgn0040496	CG17104
FBgn0265069	lncRNA:CR44180
FBgn0032280	CG17105
FBgn0032281	CG17107
FBgn0032282	CG7299
FBgn0032283	CG7296
FBgn0032284	CG7294
FBgn0032285	CG17108
FBgn0032286	CG7300
FBgn0265070	asRNA:CR44181
FBgn0023496	Lip1
FBgn0024740	Lip2
FBgn0032287	CG6415
FBgn0265580	lncRNA:CR44407
FBgn0032289	CG6431
FBgn0032290	CG6443
FBgn0032291	CG17118
FBgn0032292	EMC3
FBgn0032293	Dpy-30L1
FBgn0027868	Nup107
FBgn0032294	Vha16-5
FBgn0032295	CG12299
FBgn0032296	CG6729
FBgn0263528	mir-4970
FBgn0032297	CG17124
FBgn0283551	mir-9378
FBgn0027550	CG6495
FBgn0015320	Ubc2
FBgn0032298	CG6724
FBgn0032299	CG17127
FBgn0051869	CG31869
FBgn0265793	lncRNA:CR44582
FBgn0051870	CG31870
FBgn0265792	lncRNA:CR44581
FBgn0011676	Nos
FBgn0032303	CG6508
FBgn0032304	CG17134
FBgn0032305	CG6700
FBgn0263560	mir-4987
FBgn0260453	CG17140
FBgn0260454	CG17139
FBgn0069354	Porin2
FBgn0004363	porin
FBgn0262599	SmydA-3
FBgn0027453	Dnz1
FBgn0024227	aurB
FBgn0027363	Stam
FBgn0264351	lncRNA:CR43807
FBgn0032311	CG12517
FBgn0267009	lncRNA:CR45453
FBgn0267010	lncRNA:CR45454
FBgn0265683	lncRNA:CR44490
FBgn0032312	CG14071
FBgn0265684	lncRNA:CR44491
FBgn0032313	CG14070
FBgn0267288	lncRNA:CR45724
FBgn0032314	CG7309
FBgn0032315	CG14069
FBgn0261871	dpr2
FBgn0032318	CG14072
FBgn0265685	lncRNA:CR44492
FBgn0265686	lncRNA:CR44493
FBgn0053129	CG33129
FBgn0032321	YL-1
FBgn0032322	CG16743
FBgn0000018	abo
FBgn0010612	ATPsynG
FBgn0041781	SCAR
FBgn0004872	piwi
FBgn0026148	CG12253
FBgn0026147	TTLL4A
FBgn0000146	aub
FBgn0040096	lectin-33A
FBgn0015756	RpL9
FBgn0021761	Nup154
FBgn0032329	Art8
FBgn0267425	asRNA:CR45778
FBgn0250837	dUTPase
FBgn0032330	Samuel
FBgn0023415	Acp32CD
FBgn0032331	CG14913
FBgn0040967	CG18666
FBgn0275432	asRNA:CR46264
FBgn0032335	CG14915
FBgn0267289	lncRNA:CR45725
FBgn0263971	CG43725
FBgn0032336	AstC
FBgn0032337	AstCC
FBgn0032338	CG16854
FBgn0032339	Wdr59
FBgn0283682	Ge-1
FBgn0032341	Reps
FBgn0261983	l(2)gd1
FBgn0032343	CG6201
FBgn0041246	Gr32a
FBgn0027582	CG6230
FBgn0032345	CG14921
FBgn0032346	Csl4
FBgn0262647	Nup160
FBgn0028700	RfC38
FBgn0032348	CG4751
FBgn0040211	hgo
FBgn0010197	Gyc32E
FBgn0051867	CG31867
FBgn0032350	CG6287
FBgn0259822	Ca-beta
FBgn0014076	Vm32E
FBgn0032354	CG4788
FBgn0264441	lncRNA:CR43859
FBgn0264442	ab
FBgn0086035	snoRNA:Me18S-G642
FBgn0040232	cmet
FBgn0040233	cana
FBgn0052831	CG33695
FBgn0265071	asRNA:CR44182
FBgn0032358	Ppt2
FBgn0020270	mre11
FBgn0283678	Osi21
FBgn0263328	lncRNA:CR43409
FBgn0263874	lncRNA:CR43721
FBgn0265794	lncRNA:CR44583
FBgn0265795	lncRNA:CR44584
FBgn0265796	lncRNA:CR44585
FBgn0032360	CG14926
FBgn0265797	lncRNA:CR44586
FBgn0000287	salr
FBgn0263764	lncRNA:CR43681
FBgn0261648	salm
FBgn0263087	CG43355
FBgn0003313	sala
FBgn0032361	CG6488
FBgn0032362	spz4
FBgn0032363	Dlg5
FBgn0032364	CG4970
FBgn0032365	CG14929
FBgn0032366	CG14930
FBgn0262683	CG43153
FBgn0028490	CG31705
FBgn0051706	CG31706
FBgn0085191	CG34162
FBgn0261707	asRNA:CR42743
FBgn0263386	CG43438
FBgn0265687	lncRNA:CR44494
FBgn0265688	lncRNA:CR44495
FBgn0015400	kek2
FBgn0028412	Mst33A
FBgn0265689	lncRNA:CR44496
FBgn0267327	Acp33A
FBgn0032368	spag4
FBgn0032369	CG6614
FBgn0032370	CG12307
FBgn0032371	CG4983
FBgn0262786	CG43167
FBgn0265690	lncRNA:CR44497
FBgn0265672	lncRNA:CR44479
FBgn0265673	lncRNA:CR44480
FBgn0265670	CG44477
FBgn0265674	lncRNA:CR44481
FBgn0032372	CG4988
FBgn0264992	lncRNA:CR44143
FBgn0264994	lncRNA:CR44145
FBgn0032373	Vha100-5
FBgn0264993	asRNA:CR44144
FBgn0259960	CG42470
FBgn0259961	CG42471
FBgn0259962	Sfp33A1
FBgn0032374	CG14931
FBgn0032375	CG14932
FBgn0032376	Tsp33B
FBgn0032377	CG14937
FBgn0020309	crol
FBgn0086036	snoRNA:Me18S-A934
FBgn0032378	CycY
FBgn0264815	Pde1c
FBgn0000588	esc
FBgn0266363	CG45011
FBgn0266364	CG45012
FBgn0266365	lncRNA:CR45013
FBgn0266366	lncRNA:CR45014
FBgn0265349	Sfp33A4
FBgn0259963	Sfp33A2
FBgn0264565	lncRNA:CR43937
FBgn0259964	Sfp33A3
FBgn0264564	asRNA:CR43936
FBgn0051704	CG31704
FBgn0264750	CG44008
FBgn0286929	CG46426
FBgn0040968	CG14933
FBgn0259989	CG42486
FBgn0032381	Mal-B1
FBgn0032382	Mal-B2
FBgn0261805	CG42751
FBgn0026392	Or33a
FBgn0026391	Or33b
FBgn0026390	Or33c
FBgn0005664	Crys
FBgn0032385	CG16964
FBgn0263019	lncRNA:CR43314
FBgn0263107	bft
FBgn0032387	CG16965
FBgn0032388	CG6686
FBgn0085192	CG34163
FBgn0261266	zuc
FBgn0032390	dgt2
FBgn0032391	escl
FBgn0051866	Ada1-2
FBgn0042127	CG18789
FBgn0051864	Qtzl
FBgn0051865	Ada1-1
FBgn0042125	CG18787
FBgn0032393	Nfs1
FBgn0032394	Hacd1
FBgn0014019	Rh5
FBgn0265799	lncRNA:CR44588
FBgn0032395	Wdr81
FBgn0265798	lncRNA:CR44587
FBgn0010497	dmGlut
FBgn0042126	CG18788
FBgn0032397	Tom70
FBgn0032398	CG6766
FBgn0267739	asRNA:CR46070
FBgn0032399	CG6785
FBgn0032400	CG6770
FBgn0265800	lncRNA:CR44589
FBgn0032401	Plzf
FBgn0032402	CG14945
FBgn0028425	JhI-21
FBgn0032404	RpL7-like
FBgn0085193	CG34164
FBgn0027505	Rab3-GAP
FBgn0032405	firl
FBgn0032406	CG14947
FBgn0265802	lncRNA:CR44591
FBgn0265801	lncRNA:CR44590
FBgn0003145	prd
FBgn0265803	asRNA:CR44592
FBgn0265804	lncRNA:CR44593
FBgn0032407	Pex19
FBgn0265805	lncRNA:CR44594
FBgn0032408	CG6712
FBgn0028707	Mt2
FBgn0032409	Ced-12
FBgn0029137	Patsas
FBgn0027081	ThrRS
FBgn0015797	Rab6
FBgn0263234	Phae1
FBgn0263235	Phae2
FBgn0032414	CG17211
FBgn0032415	rho-6
FBgn0032416	Gr33a
FBgn0051760	CG31760
FBgn0051861	CG31861
FBgn0051860	ZnT33D
FBgn0032419	CG17217
FBgn0032420	CG6583
FBgn0032421	crok
FBgn0263088	lncRNA:CR43356
FBgn0000114	bru1
FBgn0032422	atilla
FBgn0051759	CG31759
FBgn0266820	lncRNA:CR45282
FBgn0266821	lncRNA:CR45283
FBgn0051862	CG31862
FBgn0264361	CG43813
FBgn0262475	bru2
FBgn0032424	CG17010
FBgn0041195	Pkd2
FBgn0043841	vir-1
FBgn0032428	CG6405
FBgn0032429	CG5446
FBgn0032430	CG6388
FBgn0032431	CG5435
FBgn0265298	SC35
FBgn0263468	snoRNA:SC35-a
FBgn0263469	snoRNA:SC35-b
FBgn0020443	eRF3
FBgn0032433	Oatp33Ea
FBgn0032434	CG5421
FBgn0032435	Oatp33Eb
FBgn0032436	CG5418
FBgn0032437	CR17024
FBgn0259176	bun
FBgn0262203	mir-967
FBgn0051858	t-cup
FBgn0262353	CG43051
FBgn0263458	snoRNA:CG43051-a
FBgn0261709	lncRNA:CR42746
FBgn0265809	lncRNA:CR44598
FBgn0265808	lncRNA:CR44597
FBgn0265807	lncRNA:CR44596
FBgn0265806	lncRNA:CR44595
FBgn0085424	nub
FBgn0032439	Ref2
FBgn0004394	pdm2
FBgn0032442	Nepl7
FBgn0032444	CCT4
FBgn0032445	CG6153
FBgn0032446	IFT43
FBgn0032447	PICK1
FBgn0032448	CG5781
FBgn0032449	CG17036
FBgn0032450	CG5776
FBgn0032451	spict
FBgn0032452	CG15484
FBgn0032453	CG6180
FBgn0032454	CG5787
FBgn0032455	Pih1D1
FBgn0032456	MRP
FBgn0283550	mir-9382
FBgn0032457	CG15483
FBgn0267925	lncRNA:CR46206
FBgn0284416	lncRNA:TS9
FBgn0264366	lncRNA:CR43818
FBgn0015399	kek1
FBgn0266305	lncRNA:CR44970
FBgn0266306	lncRNA:CR44971
FBgn0040508	ACXC
FBgn0040509	ACXB
FBgn0040510	ACXA
FBgn0040506	ACXE
FBgn0265072	lncRNA:CR44183
FBgn0032462	CG16800
FBgn0263598	Vha68-2
FBgn0032464	Vha68-3
FBgn0032465	Yip1d1
FBgn0265262	Vha68-1
FBgn0021796	Tor
FBgn0032467	CG9934
FBgn0028965	A16
FBgn0262160	CG9932
FBgn0265086	lncRNA:CR44197
FBgn0267003	lncRNA:CR45447
FBgn0267017	lncRNA:CR45461
FBgn0032470	Ttc30
FBgn0265087	CG44198
FBgn0262352	CG43050
FBgn0032471	CG5122
FBgn0032472	CG9928
FBgn0040972	CG16978
FBgn0265088	lncRNA:CR44199
FBgn0028410	Pk34A
FBgn0032473	kmg
FBgn0032474	DnaJ-H
FBgn0024291	Sirt1
FBgn0032475	Sfmbt
FBgn0267989	asRNA:CR46256
FBgn0264546	CG43925
FBgn0032476	CG5439
FBgn0032477	CG5287
FBgn0051849	CG31849
FBgn0032478	CG5458
FBgn0032479	CG16974
FBgn0032480	Edem2
FBgn0032481	CG16972
FBgn0032482	Pect
FBgn0032483	CG15482
FBgn0004191	snRNA:U2:34ABa
FBgn0032484	kek4
FBgn0004192	snRNA:U2:34ABb
FBgn0032485	CG9426
FBgn0032486	mRF1
FBgn0032487	Ski6
FBgn0032488	CG16812
FBgn0032489	CG15480
FBgn0032490	CG16813
FBgn0032491	CG16815
FBgn0032492	Prosalpha6T
FBgn0032493	Mabi
FBgn0027586	CG5867
FBgn0032494	CG5945
FBgn0266869	asRNA:CR45330
FBgn0041720	snRNA:U2:34ABc
FBgn0003935	snRNA:U5:34A
FBgn0032495	CG16820
FBgn0284244	l(2)k05911
FBgn0051851	Naa20B
FBgn0051730	CG31730
FBgn0264894	CG44085
FBgn0051848	CG31848
FBgn0028406	Drep4
FBgn0264892	asRNA:CR44083
FBgn0032499	Uvrag
FBgn0266307	asRNA:CR44972
FBgn0051729	CG31729
FBgn0040973	CG16824
FBgn0264308	CG43778
FBgn0032503	CG16825
FBgn0264301	CG43779
FBgn0032505	CG16826
FBgn0032506	CG9395
FBgn0032507	CG9377
FBgn0022069	Nnp-1
FBgn0032509	CG6523
FBgn0051852	Tap42
FBgn0051855	CG31855
FBgn0032511	ND-B22
FBgn0032512	Bdp1
FBgn0032513	CG6565
FBgn0032514	CG9302
FBgn0025724	beta'COP
FBgn0032515	loqs
FBgn0265810	asRNA:CR44599
FBgn0032516	Ing5
FBgn0032517	CG7099
FBgn0032518	RpL24
FBgn0032519	CG16957
FBgn0032520	CG10859
FBgn0265811	asRNA:CR44600
FBgn0032521	CG7110
FBgn0003983	Vm34Ca
FBgn0032522	CG16848
FBgn0032523	CG16956
FBgn0263354	CG42784
FBgn0264432	CG43850
FBgn0026760	Tehao
FBgn0267243	asRNA:CR45683
FBgn0032524	Hacd2
FBgn0032525	Hsp60D
FBgn0261991	CG42809
FBgn0267244	lncRNA:CR45684
FBgn0261992	CG42810
FBgn0284224	CG46308
FBgn0023407	B4
FBgn0053640	CG33640
FBgn0053641	CG33641
FBgn0053642	CG33642
FBgn0053643	CG33643
FBgn0053644	CG33644
FBgn0053645	CG33645
FBgn0028943	CG15638
FBgn0028942	CG16852
FBgn0032530	CG9263
FBgn0028941	CG16853
FBgn0259984	kuz
FBgn0266308	lncRNA:CR44973
FBgn0028513	CG9254
FBgn0262194	mir-2489
FBgn0263329	lncRNA:CR43410
FBgn0028546	ics
FBgn0265939	lncRNA:CR44726
FBgn0028527	CG18507
FBgn0051814	DIP-kappa
FBgn0028848	Gpo3
FBgn0028847	CG9014
FBgn0051813	nur
FBgn0267573	lncRNA:CR45913
FBgn0028541	TM9SF4
FBgn0266140	lncRNA:CR44846
FBgn0262272	mir-1002
FBgn0262332	mir-968
FBgn0263206	CG43376
FBgn0028540	CG9008
FBgn0051845	asRNA:CR31845
FBgn0024846	p38b
FBgn0028932	CG16890
FBgn0028539	Eato
FBgn0266141	asRNA:CR44847
FBgn0028931	CG16863
FBgn0028538	Sec71
FBgn0027844	CAH1
FBgn0028658	Adat1
FBgn0028919	CG16865
FBgn0032533	CG16888
FBgn0001965	Sos
FBgn0000153	b
FBgn0004406	tam
FBgn0001961	Arpc1
FBgn0015271	Orc5
FBgn0004407	DNApol-gamma35
FBgn0064115	GatC
FBgn0026373	RpII33
FBgn0260407	mRpS23
FBgn0028509	CenG1A
FBgn0053307	CG33307
FBgn0053306	CG33306
FBgn0028920	CG8997
FBgn0028534	CG7916
FBgn0028533	CG7953
FBgn0028532	CG7968
FBgn0266142	lncRNA:CR44848
FBgn0019890	Smg5
FBgn0012037	Ance
FBgn0032535	Ance-2
FBgn0025115	Acyp
FBgn0032536	Ance-3
FBgn0028938	Vajk1
FBgn0261628	CG42711
FBgn0032538	Vajk2
FBgn0028544	Vajk3
FBgn0261514	NimA
FBgn0027929	NimB1
FBgn0028543	NimB2
FBgn0054003	NimB3
FBgn0028542	NimB4
FBgn0028936	NimB5
FBgn0028430	He
FBgn0259896	NimC1
FBgn0028940	Cyp28a5
FBgn0028939	NimC2
FBgn0003255	rk
FBgn0261582	CG42692
FBgn0028909	tRNA:Gln-CTG-4-1
FBgn0027348	bgm
FBgn0001967	NimC3
FBgn0266143	asRNA:CR44849
FBgn0266892	lncRNA:CR45352
FBgn0051840	lncRNA:CR31840
FBgn0286723	hll
FBgn0028872	CG18095
FBgn0266822	lncRNA:CR45284
FBgn0028875	nAChRalpha5
FBgn0260011	NimC4
FBgn0283651	CG46301
FBgn0028526	CG15293
FBgn0051769	CG31769
FBgn0263037	CG43332
FBgn0263038	CG43333
FBgn0016930	Dyrk2
FBgn0265940	lncRNA:CR44727
FBgn0265941	lncRNA:CR44728
FBgn0265147	lncRNA:CR44216
FBgn0261563	wb
FBgn0265942	lncRNA:CR44729
FBgn0052971	CG32971
FBgn0263648	lncRNA:CR43639
FBgn0263649	lncRNA:CR43640
FBgn0261529	ms(2)34Fe
FBgn0028916	CG33090
FBgn0028531	CG15286
FBgn0264253	Send2
FBgn0028530	mTTF
FBgn0261534	l(2)34Fc
FBgn0266144	asRNA:CR44850
FBgn0262354	CG43052
FBgn0261535	l(2)34Fd
FBgn0015791	Rab14
FBgn0266145	lncRNA:CR44851
FBgn0001970	Pgant35A
FBgn0266428	asRNA:CR43463
FBgn0015546	spel1
FBgn0020258	ppk
FBgn0004858	elB
FBgn0265946	lncRNA:CR44733
FBgn0264810	Pburs
FBgn0028871	Cpr35B
FBgn0265945	lncRNA:CR44732
FBgn0267290	lncRNA:CR45726
FBgn0028844	CG15283
FBgn0265943	lncRNA:CR44730
FBgn0265944	lncRNA:CR44731
FBgn0005771	noc
FBgn0028882	tRNA:Pro-AGG-1-1
FBgn0266841	lncRNA:CR45303
FBgn0267257	lncRNA:CR45693
FBgn0011862	tRNA:Gly-GCC-1-4
FBgn0011863	tRNA:Gly-GCC-1-5
FBgn0011864	tRNA:Gly-GCC-1-6
FBgn0053648	CG33648
FBgn0011865	tRNA:Gly-GCC-1-7
FBgn0011866	tRNA:Gly-GCC-2-1
FBgn0266146	lncRNA:CR44852
FBgn0250844	CG4218
FBgn0266147	lncRNA:CR44853
FBgn0266148	lncRNA:CR44854
FBgn0266149	lncRNA:CR44855
FBgn0028913	CG3473
FBgn0266150	lncRNA:CR44856
FBgn0261566	CG42680
FBgn0028912	tRNA:Pro-AGG-1-2
FBgn0003016	osp
FBgn0028911	tRNA:Pro-AGG-1-3
FBgn0028910	tRNA:Pro-AGG-1-4
FBgn0263330	lncRNA:CR43411
FBgn0000055	Adh
FBgn0000056	Adhr
FBgn0028855	CG15282
FBgn0085194	CG34165
FBgn0261571	CG42685
FBgn0266151	lncRNA:CR44857
FBgn0051835	CG31835
FBgn0028537	CG31775
FBgn0260953	CG42585
FBgn0260954	CG42586
FBgn0085195	CG34166
FBgn0261567	CG42681
FBgn0260955	CG42587
FBgn0286892	lncRNA:CR46411
FBgn0267014	CR45458
FBgn0028870	CG4691
FBgn0266152	lncRNA:CR44858
FBgn0028838	CSN1a
FBgn0028868	CG4701
FBgn0032549	CG4650
FBgn0028867	CR15280
FBgn0032551	CG18636
FBgn0028866	CG18420
FBgn0250834	CG33308
FBgn0053309	CG33309
FBgn0264349	lncRNA:CR43805
FBgn0261568	CG42682
FBgn0028886	CG15279
FBgn0032553	CG4480
FBgn0032554	CG15278
FBgn0267291	lncRNA:CR45727
FBgn0013300	ProtA
FBgn0013301	ProtB
FBgn0266840	lncRNA:CR45302
FBgn0259213	side-II
FBgn0028887	CG3491
FBgn0266870	lncRNA:CR45331
FBgn0086711	mol
FBgn0040228	DCTN5-p25
FBgn0261881	l(2)35Be
FBgn0028926	NC2beta
FBgn0283659	THG
FBgn0286027	Rnmt
FBgn0264438	lncRNA:CR43856
FBgn0260446	GABA-B-R1
FBgn0053310	CG33310
FBgn0051832	CG31832
FBgn0041713	yellow-c
FBgn0001977	CIAPIN1
FBgn0004837	Su(H)
FBgn0000317	ck
FBgn0053679	CG33679
FBgn0010422	TfIIS
FBgn0283440	solo
FBgn0283442	vas
FBgn0024183	vig
FBgn0028879	CG15270
FBgn0028878	CG15269
FBgn0001978	stc
FBgn0264435	lncRNA:CR43853
FBgn0265917	CR44706
FBgn0264436	lncRNA:CR43854
FBgn0028889	tRNA:Leu-TAA-3-1
FBgn0265996	lncRNA:CR44771
FBgn0265995	lncRNA:CR44770
FBgn0028888	CG4168
FBgn0259965	Sfp35C
FBgn0263089	lncRNA:CR43357
FBgn0265085	lncRNA:CR44196
FBgn0262875	CG43230
FBgn0028516	ZnT35C
FBgn0028862	dao
FBgn0283467	Pol32
FBgn0259982	Uxt
FBgn0045842	yuri
FBgn0261268	Cul3
FBgn0086691	UK114
FBgn0263765	lncRNA:CR43682
FBgn0266888	lncRNA:CR45349
FBgn0028853	CG15263
FBgn0028850	CG15260
FBgn0011239	ms(2)35Ci
FBgn0264264	lncRNA:CR43764
FBgn0028852	CG15262
FBgn0041103	nht
FBgn0001981	esg
FBgn0032563	CG15258
FBgn0266153	lncRNA:CR44859
FBgn0266913	lncRNA:CR45373
FBgn0286889	lncRNA:CR46408
FBgn0266154	lncRNA:CR44860
FBgn0266914	lncRNA:CR45374
FBgn0266163	CG44869
FBgn0001983	wor
FBgn0028892	CG4161
FBgn0266155	lncRNA:CR44861
FBgn0266156	lncRNA:CR44862
FBgn0266157	lncRNA:CR44863
FBgn0266893	lncRNA:CR45353
FBgn0003448	sna
FBgn0020371	Tim17b2
FBgn0266831	lncRNA:CR45293
FBgn0002524	lace
FBgn0266158	lncRNA:CR44864
FBgn0264261	lncRNA:CR43761
FBgn0259922	Skadu
FBgn0267292	lncRNA:CR45728
FBgn0028880	CG15256
FBgn0028370	kek3
FBgn0266159	lncRNA:CR44865
FBgn0028950	CG15255
FBgn0028944	Semp1
FBgn0028949	CG15254
FBgn0028948	CG15253
FBgn0028947	CG11865
FBgn0028946	Or35a
FBgn0028945	CG7631
FBgn0028518	CG18480
FBgn0028863	CG4587
FBgn0264990	CG44141
FBgn0028864	CG18477
FBgn0028517	CG18478
FBgn0264544	CG43923
FBgn0264989	CG44140
FBgn0051780	CG31780
FBgn0051827	CG31827
FBgn0264545	CG43924
FBgn0010382	CycE
FBgn0266309	lncRNA:CR44974
FBgn0266160	asRNA:CR44866
FBgn0001989	ND-B17
FBgn0003936	snRNA:U5:35D
FBgn0001986	Mtr4
FBgn0001987	Gli
FBgn0028507	CG3793
FBgn0001990	wek
FBgn0041627	Ku80
FBgn0051826	CG31826
FBgn0264260	CG43760
FBgn0028901	CG18109
FBgn0265813	lncRNA:CR44602
FBgn0262150	CG42876
FBgn0265812	lncRNA:CR44601
FBgn0028900	CG18518
FBgn0051822	CR31822
FBgn0267258	lncRNA:CR45694
FBgn0264263	lncRNA:CR43763
FBgn0028903	CG13243
FBgn0028902	Tektin-A
FBgn0261924	lncRNA:CR42791
FBgn0261925	CG42792
FBgn0028935	CG7653
FBgn0265668	CG44475
FBgn0051824	CR31824
FBgn0041183	Tep1
FBgn0051735	CG31735
FBgn0051823	CG31823
FBgn0051821	CG31821
FBgn0028645	beat-Ib
FBgn0266161	lncRNA:CR44867
FBgn0266162	lncRNA:CR44868
FBgn0032577	CG13244
FBgn0028514	CG4793
FBgn0028857	CG12448
FBgn0028856	CG18063
FBgn0264347	lncRNA:CR43803
FBgn0028858	CG10839
FBgn0263331	lncRNA:CR43412
FBgn0028644	beat-Ic
FBgn0264373	lncRNA:CR43825
FBgn0085196	CG34167
FBgn0264374	lncRNA:CR43826
FBgn0264364	CG43816
FBgn0045827	CG13245
FBgn0051820	CG31820
FBgn0266138	lncRNA:CR44844
FBgn0266459	CG45084
FBgn0000182	BicC
FBgn0013433	beat-Ia
FBgn0266164	lncRNA:CR44870
FBgn0028520	CG4891
FBgn0028884	CG4892
FBgn0085197	CG34168
